split_A,image_A,split_B,image_B,hamming_distance
train,03229.jpg,val,01607.jpg,1
train,03229.jpg,val,01608.jpg,1
train,03229.jpg,val,01610.jpg,1
train,03229.jpg,val,01611.jpg,1
train,03229.jpg,val,01612.jpg,1
train,03229.jpg,val,01613.jpg,1
train,03229.jpg,val,01617.jpg,1
train,03229.jpg,val,01618.jpg,1
train,03229.jpg,test,00714.jpg,1
train,03229.jpg,test,01900.jpg,1
train,03229.jpg,test,01904.jpg,1
train,03230.jpg,val,01607.jpg,1
train,03230.jpg,val,01608.jpg,1
train,03230.jpg,val,01610.jpg,1
train,03230.jpg,val,01611.jpg,1
train,03230.jpg,val,01612.jpg,1
train,03230.jpg,val,01613.jpg,1
train,03230.jpg,val,01617.jpg,1
train,03230.jpg,val,01618.jpg,1
train,03230.jpg,test,00714.jpg,1
train,03230.jpg,test,01900.jpg,1
train,03230.jpg,test,01904.jpg,1
train,03231.jpg,val,01607.jpg,1
train,03231.jpg,val,01608.jpg,1
train,03231.jpg,val,01610.jpg,1
train,03231.jpg,val,01611.jpg,1
train,03231.jpg,val,01612.jpg,1
train,03231.jpg,val,01613.jpg,1
train,03231.jpg,val,01617.jpg,1
train,03231.jpg,val,01618.jpg,1
train,03231.jpg,test,00714.jpg,1
train,03231.jpg,test,01900.jpg,1
train,03231.jpg,test,01904.jpg,1
train,03232.jpg,val,01614.jpg,1
train,03232.jpg,val,01615.jpg,1
train,03232.jpg,val,01616.jpg,1
train,03232.jpg,test,00715.jpg,1
train,03232.jpg,test,00716.jpg,1
train,03232.jpg,test,00717.jpg,1
train,03232.jpg,test,01901.jpg,1
train,03232.jpg,test,01902.jpg,1
train,03232.jpg,test,01903.jpg,1
train,03233.jpg,val,01614.jpg,1
train,03233.jpg,val,01615.jpg,1
train,03233.jpg,val,01616.jpg,1
train,03233.jpg,test,00715.jpg,1
train,03233.jpg,test,00716.jpg,1
train,03233.jpg,test,00717.jpg,1
train,03233.jpg,test,01901.jpg,1
train,03233.jpg,test,01902.jpg,1
train,03233.jpg,test,01903.jpg,1
train,03234.jpg,val,01607.jpg,1
train,03234.jpg,val,01608.jpg,1
train,03234.jpg,val,01611.jpg,1
train,03234.jpg,val,01612.jpg,1
train,03234.jpg,val,01613.jpg,1
train,03234.jpg,val,01617.jpg,1
train,03234.jpg,val,01618.jpg,1
train,03234.jpg,test,01904.jpg,1
train,03235.jpg,val,01614.jpg,1
train,03235.jpg,val,01615.jpg,1
train,03235.jpg,val,01616.jpg,1
train,03235.jpg,test,00715.jpg,1
train,03235.jpg,test,00716.jpg,1
train,03235.jpg,test,00717.jpg,1
train,03235.jpg,test,01901.jpg,1
train,03235.jpg,test,01902.jpg,1
train,03235.jpg,test,01903.jpg,1
train,03236.jpg,val,01607.jpg,1
train,03236.jpg,val,01608.jpg,1
train,03236.jpg,val,01610.jpg,1
train,03236.jpg,val,01611.jpg,1
train,03236.jpg,val,01613.jpg,1
train,03236.jpg,val,01617.jpg,1
train,03236.jpg,val,01618.jpg,1
train,03236.jpg,test,00714.jpg,1
train,03236.jpg,test,01900.jpg,1
train,03236.jpg,test,01904.jpg,1
train,03237.jpg,val,01619.jpg,1
train,03238.jpg,val,01619.jpg,1
train,03239.jpg,val,01619.jpg,1
train,03240.jpg,val,01619.jpg,1
train,03241.jpg,val,01621.jpg,1
train,03241.jpg,val,01623.jpg,1
train,03241.jpg,val,01624.jpg,1
train,03242.jpg,val,01621.jpg,1
train,03242.jpg,val,01623.jpg,1
train,03242.jpg,val,01624.jpg,1
train,03243.jpg,val,01622.jpg,1
train,03243.jpg,val,01625.jpg,1
train,03243.jpg,val,01626.jpg,1
train,03243.jpg,test,00718.jpg,1
train,03243.jpg,test,01905.jpg,1
train,03244.jpg,val,01622.jpg,1
train,03244.jpg,val,01625.jpg,1
train,03244.jpg,val,01626.jpg,1
train,03244.jpg,test,00718.jpg,1
train,03244.jpg,test,01905.jpg,1
train,03245.jpg,val,01622.jpg,1
train,03245.jpg,val,01625.jpg,1
train,03245.jpg,val,01626.jpg,1
train,03245.jpg,test,00718.jpg,1
train,03245.jpg,test,01905.jpg,1
train,03246.jpg,val,01622.jpg,1
train,03246.jpg,val,01625.jpg,1
train,03246.jpg,val,01626.jpg,1
train,03246.jpg,test,00718.jpg,1
train,03246.jpg,test,01905.jpg,1
train,03247.jpg,val,01621.jpg,1
train,03247.jpg,val,01623.jpg,1
train,03247.jpg,val,01624.jpg,1
train,03248.jpg,val,01621.jpg,1
train,03248.jpg,val,01623.jpg,1
train,03248.jpg,val,01624.jpg,1
train,03249.jpg,val,01621.jpg,1
train,03249.jpg,val,01623.jpg,1
train,03249.jpg,val,01624.jpg,1
train,03250.jpg,val,01621.jpg,1
train,03250.jpg,val,01623.jpg,1
train,03250.jpg,val,01624.jpg,1
train,03251.jpg,val,01627.jpg,1
train,03252.jpg,val,01627.jpg,1
train,03253.jpg,val,01627.jpg,1
train,03255.jpg,val,01630.jpg,1
train,03256.jpg,val,01628.jpg,1
train,03256.jpg,test,00720.jpg,1
train,03256.jpg,test,00721.jpg,1
train,03256.jpg,test,01907.jpg,1
train,03256.jpg,test,01908.jpg,1
train,03257.jpg,val,01631.jpg,1
train,03258.jpg,val,01630.jpg,1
train,03258.jpg,val,01631.jpg,1
train,03259.jpg,val,01628.jpg,1
train,03259.jpg,test,00720.jpg,1
train,03259.jpg,test,00721.jpg,1
train,03259.jpg,test,01907.jpg,1
train,03259.jpg,test,01908.jpg,1
train,03260.jpg,val,01628.jpg,1
train,03260.jpg,test,00720.jpg,1
train,03260.jpg,test,01907.jpg,1
train,03260.jpg,test,01909.jpg,1
train,03263.jpg,val,01636.jpg,1
train,03263.jpg,val,01640.jpg,1
train,03263.jpg,test,00723.jpg,1
train,03263.jpg,test,01912.jpg,1
train,03264.jpg,val,01634.jpg,1
train,03264.jpg,val,01636.jpg,1
train,03264.jpg,val,01638.jpg,1
train,03264.jpg,val,01639.jpg,1
train,03264.jpg,val,01640.jpg,1
train,03264.jpg,val,01642.jpg,1
train,03264.jpg,test,00722.jpg,1
train,03264.jpg,test,00723.jpg,1
train,03264.jpg,test,01911.jpg,1
train,03264.jpg,test,01912.jpg,1
train,03265.jpg,val,01633.jpg,1
train,03265.jpg,val,01643.jpg,1
train,03265.jpg,test,01910.jpg,1
train,03266.jpg,val,01635.jpg,1
train,03266.jpg,test,00724.jpg,1
train,03266.jpg,test,01910.jpg,1
train,03266.jpg,test,01913.jpg,1
train,03266.jpg,test,01914.jpg,1
train,03267.jpg,val,01633.jpg,1
train,03267.jpg,val,01643.jpg,1
train,03267.jpg,test,01910.jpg,1
train,03268.jpg,val,01633.jpg,1
train,03268.jpg,val,01643.jpg,1
train,03268.jpg,test,01910.jpg,1
train,03269.jpg,val,01636.jpg,1
train,03269.jpg,val,01640.jpg,1
train,03269.jpg,val,01641.jpg,1
train,03269.jpg,test,00723.jpg,1
train,03269.jpg,test,01912.jpg,1
train,03270.jpg,val,01635.jpg,1
train,03270.jpg,test,00724.jpg,1
train,03270.jpg,test,01910.jpg,1
train,03270.jpg,test,01913.jpg,1
train,03270.jpg,test,01914.jpg,1
train,03271.jpg,test,00724.jpg,1
train,03271.jpg,test,01913.jpg,1
train,03272.jpg,val,01635.jpg,1
train,03272.jpg,test,00724.jpg,1
train,03272.jpg,test,01910.jpg,1
train,03272.jpg,test,01913.jpg,1
train,03272.jpg,test,01914.jpg,1
train,03273.jpg,val,01632.jpg,1
train,03273.jpg,test,01910.jpg,1
train,03274.jpg,val,01634.jpg,1
train,03274.jpg,val,01636.jpg,1
train,03274.jpg,val,01637.jpg,1
train,03274.jpg,val,01638.jpg,1
train,03274.jpg,val,01639.jpg,1
train,03274.jpg,val,01640.jpg,1
train,03274.jpg,val,01644.jpg,1
train,03274.jpg,test,00722.jpg,1
train,03274.jpg,test,00723.jpg,1
train,03274.jpg,test,01911.jpg,1
train,03274.jpg,test,01912.jpg,1
train,03275.jpg,test,00724.jpg,1
train,03275.jpg,test,01913.jpg,1
train,03276.jpg,val,01634.jpg,1
train,03276.jpg,val,01637.jpg,1
train,03276.jpg,val,01638.jpg,1
train,03276.jpg,val,01639.jpg,1
train,03276.jpg,val,01644.jpg,1
train,03276.jpg,test,00722.jpg,1
train,03276.jpg,test,01911.jpg,1
train,03277.jpg,val,01633.jpg,1
train,03277.jpg,val,01643.jpg,1
train,03277.jpg,test,01910.jpg,1
train,03278.jpg,val,01633.jpg,1
train,03278.jpg,val,01643.jpg,1
train,03278.jpg,test,01910.jpg,1
train,03279.jpg,val,01636.jpg,1
train,03279.jpg,val,01640.jpg,1
train,03279.jpg,val,01641.jpg,1
train,03279.jpg,val,01642.jpg,1
train,03279.jpg,test,00723.jpg,1
train,03279.jpg,test,01912.jpg,1
train,03280.jpg,val,01636.jpg,1
train,03280.jpg,val,01640.jpg,1
train,03280.jpg,val,01641.jpg,1
train,03280.jpg,test,00723.jpg,1
train,03280.jpg,test,01912.jpg,1
train,03281.jpg,val,01634.jpg,1
train,03281.jpg,val,01636.jpg,1
train,03281.jpg,val,01638.jpg,1
train,03281.jpg,val,01639.jpg,1
train,03281.jpg,val,01640.jpg,1
train,03281.jpg,val,01642.jpg,1
train,03281.jpg,test,00722.jpg,1
train,03281.jpg,test,00723.jpg,1
train,03281.jpg,test,01911.jpg,1
train,03281.jpg,test,01912.jpg,1
train,03282.jpg,val,01634.jpg,1
train,03282.jpg,val,01636.jpg,1
train,03282.jpg,val,01638.jpg,1
train,03282.jpg,val,01639.jpg,1
train,03282.jpg,val,01640.jpg,1
train,03282.jpg,val,01642.jpg,1
train,03282.jpg,test,00722.jpg,1
train,03282.jpg,test,00723.jpg,1
train,03282.jpg,test,01911.jpg,1
train,03282.jpg,test,01912.jpg,1
train,03283.jpg,val,01635.jpg,1
train,03283.jpg,test,00724.jpg,1
train,03283.jpg,test,01913.jpg,1
train,03283.jpg,test,01914.jpg,1
train,03284.jpg,test,00724.jpg,1
train,03284.jpg,test,01913.jpg,1
train,03285.jpg,val,01643.jpg,1
train,03286.jpg,val,01635.jpg,1
train,03286.jpg,test,00724.jpg,1
train,03286.jpg,test,01910.jpg,1
train,03286.jpg,test,01913.jpg,1
train,03286.jpg,test,01914.jpg,1
train,03295.jpg,val,01653.jpg,1
train,03295.jpg,val,01658.jpg,1
train,03295.jpg,val,01659.jpg,1
train,03295.jpg,val,01660.jpg,1
train,03296.jpg,val,01653.jpg,1
train,03296.jpg,val,01658.jpg,1
train,03296.jpg,val,01659.jpg,1
train,03296.jpg,val,01660.jpg,1
train,03297.jpg,val,01653.jpg,1
train,03297.jpg,val,01658.jpg,1
train,03297.jpg,val,01659.jpg,1
train,03297.jpg,val,01660.jpg,1
train,03298.jpg,val,01653.jpg,1
train,03298.jpg,val,01658.jpg,1
train,03298.jpg,val,01659.jpg,1
train,03298.jpg,val,01660.jpg,1
train,03299.jpg,val,01653.jpg,1
train,03299.jpg,val,01658.jpg,1
train,03299.jpg,val,01659.jpg,1
train,03299.jpg,val,01660.jpg,1
train,03300.jpg,val,01653.jpg,1
train,03300.jpg,val,01658.jpg,1
train,03300.jpg,val,01659.jpg,1
train,03300.jpg,val,01660.jpg,1
train,03301.jpg,val,01653.jpg,1
train,03301.jpg,val,01658.jpg,1
train,03301.jpg,val,01659.jpg,1
train,03301.jpg,val,01660.jpg,1
train,03302.jpg,val,01653.jpg,1
train,03302.jpg,val,01658.jpg,1
train,03302.jpg,val,01659.jpg,1
train,03302.jpg,val,01660.jpg,1
train,03303.jpg,val,01649.jpg,1
train,03303.jpg,val,01650.jpg,1
train,03303.jpg,val,01651.jpg,1
train,03303.jpg,val,01652.jpg,1
train,03303.jpg,val,01654.jpg,1
train,03303.jpg,val,01655.jpg,1
train,03303.jpg,val,01656.jpg,1
train,03303.jpg,test,00725.jpg,1
train,03303.jpg,test,00726.jpg,1
train,03303.jpg,test,00727.jpg,1
train,03303.jpg,test,01915.jpg,1
train,03303.jpg,test,01916.jpg,1
train,03303.jpg,test,01917.jpg,1
train,03303.jpg,test,01919.jpg,1
train,03304.jpg,val,01653.jpg,1
train,03304.jpg,val,01658.jpg,1
train,03304.jpg,val,01659.jpg,1
train,03304.jpg,val,01660.jpg,1
train,03305.jpg,val,01653.jpg,1
train,03306.jpg,val,01649.jpg,1
train,03306.jpg,val,01650.jpg,1
train,03306.jpg,val,01651.jpg,1
train,03306.jpg,val,01652.jpg,1
train,03306.jpg,val,01654.jpg,1
train,03306.jpg,val,01655.jpg,1
train,03306.jpg,val,01656.jpg,1
train,03306.jpg,test,00725.jpg,1
train,03306.jpg,test,00726.jpg,1
train,03306.jpg,test,00727.jpg,1
train,03306.jpg,test,00728.jpg,1
train,03306.jpg,test,01915.jpg,1
train,03306.jpg,test,01916.jpg,1
train,03306.jpg,test,01917.jpg,1
train,03306.jpg,test,01918.jpg,1
train,03306.jpg,test,01919.jpg,1
train,03307.jpg,val,01653.jpg,1
train,03307.jpg,val,01658.jpg,1
train,03307.jpg,val,01659.jpg,1
train,03307.jpg,val,01660.jpg,1
train,03308.jpg,val,01649.jpg,1
train,03308.jpg,val,01650.jpg,1
train,03308.jpg,val,01651.jpg,1
train,03308.jpg,val,01652.jpg,1
train,03308.jpg,val,01654.jpg,1
train,03308.jpg,val,01655.jpg,1
train,03308.jpg,val,01656.jpg,1
train,03308.jpg,test,00725.jpg,1
train,03308.jpg,test,00726.jpg,1
train,03308.jpg,test,00727.jpg,1
train,03308.jpg,test,01915.jpg,1
train,03308.jpg,test,01916.jpg,1
train,03308.jpg,test,01917.jpg,1
train,03308.jpg,test,01919.jpg,1
train,03309.jpg,val,01653.jpg,1
train,03309.jpg,val,01658.jpg,1
train,03309.jpg,val,01659.jpg,1
train,03309.jpg,val,01660.jpg,1
train,03310.jpg,val,01653.jpg,1
train,03310.jpg,val,01658.jpg,1
train,03310.jpg,val,01659.jpg,1
train,03310.jpg,val,01660.jpg,1
train,03311.jpg,val,01653.jpg,1
train,03311.jpg,val,01658.jpg,1
train,03311.jpg,val,01659.jpg,1
train,03311.jpg,val,01660.jpg,1
train,03312.jpg,val,01649.jpg,1
train,03312.jpg,val,01650.jpg,1
train,03312.jpg,val,01651.jpg,1
train,03312.jpg,val,01652.jpg,1
train,03312.jpg,val,01654.jpg,1
train,03312.jpg,val,01655.jpg,1
train,03312.jpg,val,01656.jpg,1
train,03312.jpg,val,01657.jpg,1
train,03312.jpg,test,00725.jpg,1
train,03312.jpg,test,00726.jpg,1
train,03312.jpg,test,00727.jpg,1
train,03312.jpg,test,01915.jpg,1
train,03312.jpg,test,01916.jpg,1
train,03312.jpg,test,01917.jpg,1
train,03312.jpg,test,01919.jpg,1
train,03314.jpg,val,01649.jpg,1
train,03314.jpg,val,01650.jpg,1
train,03314.jpg,val,01651.jpg,1
train,03314.jpg,val,01652.jpg,1
train,03314.jpg,val,01654.jpg,1
train,03314.jpg,val,01655.jpg,1
train,03314.jpg,val,01656.jpg,1
train,03314.jpg,val,01657.jpg,1
train,03314.jpg,test,00725.jpg,1
train,03314.jpg,test,00726.jpg,1
train,03314.jpg,test,00727.jpg,1
train,03314.jpg,test,01915.jpg,1
train,03314.jpg,test,01916.jpg,1
train,03314.jpg,test,01917.jpg,1
train,03314.jpg,test,01919.jpg,1
train,03315.jpg,val,01649.jpg,1
train,03315.jpg,val,01650.jpg,1
train,03315.jpg,val,01651.jpg,1
train,03315.jpg,val,01652.jpg,1
train,03315.jpg,val,01654.jpg,1
train,03315.jpg,val,01655.jpg,1
train,03315.jpg,val,01656.jpg,1
train,03315.jpg,test,00725.jpg,1
train,03315.jpg,test,00726.jpg,1
train,03315.jpg,test,00727.jpg,1
train,03315.jpg,test,01915.jpg,1
train,03315.jpg,test,01916.jpg,1
train,03315.jpg,test,01917.jpg,1
train,03315.jpg,test,01919.jpg,1
train,03316.jpg,val,01649.jpg,1
train,03316.jpg,val,01650.jpg,1
train,03316.jpg,val,01651.jpg,1
train,03316.jpg,val,01652.jpg,1
train,03316.jpg,val,01654.jpg,1
train,03316.jpg,val,01655.jpg,1
train,03316.jpg,val,01656.jpg,1
train,03316.jpg,test,00725.jpg,1
train,03316.jpg,test,00726.jpg,1
train,03316.jpg,test,00727.jpg,1
train,03316.jpg,test,01915.jpg,1
train,03316.jpg,test,01916.jpg,1
train,03316.jpg,test,01917.jpg,1
train,03316.jpg,test,01919.jpg,1
train,03317.jpg,val,01653.jpg,1
train,03317.jpg,val,01658.jpg,1
train,03317.jpg,val,01659.jpg,1
train,03317.jpg,val,01660.jpg,1
train,03318.jpg,val,01653.jpg,1
train,03318.jpg,val,01658.jpg,1
train,03318.jpg,val,01659.jpg,1
train,03318.jpg,val,01660.jpg,1
train,03319.jpg,val,01649.jpg,1
train,03319.jpg,val,01650.jpg,1
train,03319.jpg,val,01651.jpg,1
train,03319.jpg,val,01652.jpg,1
train,03319.jpg,val,01654.jpg,1
train,03319.jpg,val,01655.jpg,1
train,03319.jpg,val,01656.jpg,1
train,03319.jpg,test,00725.jpg,1
train,03319.jpg,test,00726.jpg,1
train,03319.jpg,test,00727.jpg,1
train,03319.jpg,test,00728.jpg,1
train,03319.jpg,test,01915.jpg,1
train,03319.jpg,test,01916.jpg,1
train,03319.jpg,test,01917.jpg,1
train,03319.jpg,test,01918.jpg,1
train,03319.jpg,test,01919.jpg,1
train,03320.jpg,val,01662.jpg,1
train,03320.jpg,val,01666.jpg,1
train,03320.jpg,val,01668.jpg,1
train,03320.jpg,test,01924.jpg,1
train,03321.jpg,val,01661.jpg,1
train,03321.jpg,val,01665.jpg,1
train,03322.jpg,val,01662.jpg,1
train,03322.jpg,val,01666.jpg,1
train,03322.jpg,val,01668.jpg,1
train,03322.jpg,test,00729.jpg,1
train,03322.jpg,test,01920.jpg,1
train,03322.jpg,test,01924.jpg,1
train,03324.jpg,val,01661.jpg,1
train,03324.jpg,val,01665.jpg,1
train,03325.jpg,val,01661.jpg,1
train,03325.jpg,val,01665.jpg,1
train,03325.jpg,val,01669.jpg,1
train,03325.jpg,test,00730.jpg,1
train,03325.jpg,test,00732.jpg,1
train,03325.jpg,test,01921.jpg,1
train,03325.jpg,test,01923.jpg,1
train,03326.jpg,val,01661.jpg,1
train,03326.jpg,val,01665.jpg,1
train,03326.jpg,val,01669.jpg,1
train,03326.jpg,test,00730.jpg,1
train,03326.jpg,test,00732.jpg,1
train,03326.jpg,test,01921.jpg,1
train,03326.jpg,test,01923.jpg,1
train,03327.jpg,val,01661.jpg,1
train,03327.jpg,val,01665.jpg,1
train,03327.jpg,val,01669.jpg,1
train,03327.jpg,test,00730.jpg,1
train,03327.jpg,test,00732.jpg,1
train,03327.jpg,test,01921.jpg,1
train,03327.jpg,test,01923.jpg,1
train,03328.jpg,val,01661.jpg,1
train,03328.jpg,val,01665.jpg,1
train,03328.jpg,val,01669.jpg,1
train,03328.jpg,test,00730.jpg,1
train,03328.jpg,test,00732.jpg,1
train,03328.jpg,test,01921.jpg,1
train,03328.jpg,test,01923.jpg,1
train,03329.jpg,val,01662.jpg,1
train,03329.jpg,val,01663.jpg,1
train,03329.jpg,val,01664.jpg,1
train,03329.jpg,val,01666.jpg,1
train,03329.jpg,val,01668.jpg,1
train,03329.jpg,test,00729.jpg,1
train,03329.jpg,test,01920.jpg,1
train,03329.jpg,test,01924.jpg,1
train,03330.jpg,val,01661.jpg,1
train,03330.jpg,val,01665.jpg,1
train,03331.jpg,val,01661.jpg,1
train,03331.jpg,val,01665.jpg,1
train,03332.jpg,test,00730.jpg,1
train,03332.jpg,test,00732.jpg,1
train,03332.jpg,test,01921.jpg,1
train,03332.jpg,test,01923.jpg,1
train,03333.jpg,test,00730.jpg,1
train,03333.jpg,test,00732.jpg,1
train,03333.jpg,test,01921.jpg,1
train,03333.jpg,test,01923.jpg,1
train,03334.jpg,val,01663.jpg,1
train,03334.jpg,val,01664.jpg,1
train,03334.jpg,val,01667.jpg,1
train,03334.jpg,test,00731.jpg,1
train,03334.jpg,test,01922.jpg,1
train,03335.jpg,val,01661.jpg,1
train,03335.jpg,val,01665.jpg,1
train,03336.jpg,val,01661.jpg,1
train,03336.jpg,val,01665.jpg,1
train,03337.jpg,val,01673.jpg,1
train,03337.jpg,val,01675.jpg,1
train,03337.jpg,val,01681.jpg,1
train,03338.jpg,val,01672.jpg,1
train,03338.jpg,val,01674.jpg,1
train,03338.jpg,val,01682.jpg,1
train,03339.jpg,val,01671.jpg,1
train,03339.jpg,val,01673.jpg,1
train,03339.jpg,test,00735.jpg,1
train,03339.jpg,test,01928.jpg,1
train,03340.jpg,val,01671.jpg,1
train,03340.jpg,val,01673.jpg,1
train,03340.jpg,test,00735.jpg,1
train,03340.jpg,test,01928.jpg,1
train,03341.jpg,val,01671.jpg,1
train,03341.jpg,val,01673.jpg,1
train,03341.jpg,test,00735.jpg,1
train,03341.jpg,test,01928.jpg,1
train,03342.jpg,val,01673.jpg,1
train,03342.jpg,val,01675.jpg,1
train,03342.jpg,val,01681.jpg,1
train,03343.jpg,val,01671.jpg,1
train,03343.jpg,val,01673.jpg,1
train,03343.jpg,test,00735.jpg,1
train,03343.jpg,test,01928.jpg,1
train,03344.jpg,val,01670.jpg,1
train,03345.jpg,val,01672.jpg,1
train,03345.jpg,val,01674.jpg,1
train,03345.jpg,val,01682.jpg,1
train,03346.jpg,val,01674.jpg,1
train,03347.jpg,val,01673.jpg,1
train,03347.jpg,val,01675.jpg,1
train,03347.jpg,val,01681.jpg,1
train,03348.jpg,val,01672.jpg,1
train,03348.jpg,val,01674.jpg,1
train,03348.jpg,val,01682.jpg,1
train,03349.jpg,val,01672.jpg,1
train,03349.jpg,val,01674.jpg,1
train,03349.jpg,val,01682.jpg,1
train,03350.jpg,val,01671.jpg,1
train,03350.jpg,test,00735.jpg,1
train,03350.jpg,test,01928.jpg,1
train,03351.jpg,val,01671.jpg,1
train,03351.jpg,val,01676.jpg,1
train,03351.jpg,val,01678.jpg,1
train,03351.jpg,test,00735.jpg,1
train,03351.jpg,test,01928.jpg,1
train,03352.jpg,val,01677.jpg,1
train,03352.jpg,test,01925.jpg,1
train,03353.jpg,val,01671.jpg,1
train,03353.jpg,val,01676.jpg,1
train,03353.jpg,val,01678.jpg,1
train,03353.jpg,test,00735.jpg,1
train,03353.jpg,test,01928.jpg,1
train,03355.jpg,val,01677.jpg,1
train,03355.jpg,test,01925.jpg,1
train,03358.jpg,test,00734.jpg,1
train,03358.jpg,test,01927.jpg,1
train,03359.jpg,val,01680.jpg,1
train,03360.jpg,val,01673.jpg,1
train,03360.jpg,val,01675.jpg,1
train,03360.jpg,val,01681.jpg,1
train,03361.jpg,val,01670.jpg,1
train,03361.jpg,val,01672.jpg,1
train,03361.jpg,val,01674.jpg,1
train,03361.jpg,val,01682.jpg,1
train,03362.jpg,val,01672.jpg,1
train,03362.jpg,val,01682.jpg,1
train,03364.jpg,val,01684.jpg,1
train,03364.jpg,val,01685.jpg,1
train,03364.jpg,val,01686.jpg,1
train,03364.jpg,val,01687.jpg,1
train,03364.jpg,val,01688.jpg,1
train,03364.jpg,val,01691.jpg,1
train,03364.jpg,val,01692.jpg,1
train,03365.jpg,val,01683.jpg,1
train,03365.jpg,test,01929.jpg,1
train,03366.jpg,val,01687.jpg,1
train,03367.jpg,val,01684.jpg,1
train,03367.jpg,val,01685.jpg,1
train,03367.jpg,val,01686.jpg,1
train,03367.jpg,val,01687.jpg,1
train,03367.jpg,val,01688.jpg,1
train,03367.jpg,val,01690.jpg,1
train,03367.jpg,val,01691.jpg,1
train,03367.jpg,val,01692.jpg,1
train,03368.jpg,val,01684.jpg,1
train,03368.jpg,val,01685.jpg,1
train,03368.jpg,val,01686.jpg,1
train,03368.jpg,val,01688.jpg,1
train,03368.jpg,val,01691.jpg,1
train,03368.jpg,val,01692.jpg,1
train,03369.jpg,val,01684.jpg,1
train,03369.jpg,val,01685.jpg,1
train,03369.jpg,val,01686.jpg,1
train,03369.jpg,val,01688.jpg,1
train,03369.jpg,val,01691.jpg,1
train,03369.jpg,val,01692.jpg,1
train,03369.jpg,val,01693.jpg,1
train,03370.jpg,val,01684.jpg,1
train,03370.jpg,val,01685.jpg,1
train,03370.jpg,val,01686.jpg,1
train,03370.jpg,val,01687.jpg,1
train,03370.jpg,val,01688.jpg,1
train,03370.jpg,val,01690.jpg,1
train,03370.jpg,val,01691.jpg,1
train,03370.jpg,val,01692.jpg,1
train,03371.jpg,test,00737.jpg,1
train,03371.jpg,test,00738.jpg,1
train,03371.jpg,test,01931.jpg,1
train,03371.jpg,test,01932.jpg,1
train,03372.jpg,val,01687.jpg,1
train,03373.jpg,val,01683.jpg,1
train,03373.jpg,val,01689.jpg,1
train,03373.jpg,val,01694.jpg,1
train,03373.jpg,test,00736.jpg,1
train,03373.jpg,test,00737.jpg,1
train,03373.jpg,test,00738.jpg,1
train,03373.jpg,test,01929.jpg,1
train,03373.jpg,test,01930.jpg,1
train,03373.jpg,test,01931.jpg,1
train,03373.jpg,test,01932.jpg,1
train,03374.jpg,val,01684.jpg,1
train,03374.jpg,val,01685.jpg,1
train,03374.jpg,val,01686.jpg,1
train,03374.jpg,val,01687.jpg,1
train,03374.jpg,val,01688.jpg,1
train,03374.jpg,val,01690.jpg,1
train,03374.jpg,val,01691.jpg,1
train,03374.jpg,val,01692.jpg,1
train,03375.jpg,val,01683.jpg,1
train,03375.jpg,val,01689.jpg,1
train,03375.jpg,val,01694.jpg,1
train,03375.jpg,test,00736.jpg,1
train,03375.jpg,test,00737.jpg,1
train,03375.jpg,test,00738.jpg,1
train,03375.jpg,test,01929.jpg,1
train,03375.jpg,test,01930.jpg,1
train,03375.jpg,test,01931.jpg,1
train,03375.jpg,test,01932.jpg,1
train,03376.jpg,val,01683.jpg,1
train,03376.jpg,val,01689.jpg,1
train,03376.jpg,val,01694.jpg,1
train,03376.jpg,test,00736.jpg,1
train,03376.jpg,test,00737.jpg,1
train,03376.jpg,test,00738.jpg,1
train,03376.jpg,test,01929.jpg,1
train,03376.jpg,test,01930.jpg,1
train,03376.jpg,test,01931.jpg,1
train,03376.jpg,test,01932.jpg,1
train,03378.jpg,val,01689.jpg,1
train,03378.jpg,val,01694.jpg,1
train,03378.jpg,test,00736.jpg,1
train,03378.jpg,test,00737.jpg,1
train,03378.jpg,test,00738.jpg,1
train,03378.jpg,test,01930.jpg,1
train,03378.jpg,test,01931.jpg,1
train,03378.jpg,test,01932.jpg,1
train,03379.jpg,val,01683.jpg,1
train,03379.jpg,val,01689.jpg,1
train,03379.jpg,val,01694.jpg,1
train,03379.jpg,test,00736.jpg,1
train,03379.jpg,test,00737.jpg,1
train,03379.jpg,test,00738.jpg,1
train,03379.jpg,test,01929.jpg,1
train,03379.jpg,test,01930.jpg,1
train,03379.jpg,test,01931.jpg,1
train,03379.jpg,test,01932.jpg,1
train,03380.jpg,val,01684.jpg,1
train,03380.jpg,val,01685.jpg,1
train,03380.jpg,val,01686.jpg,1
train,03380.jpg,val,01687.jpg,1
train,03380.jpg,val,01688.jpg,1
train,03380.jpg,val,01690.jpg,1
train,03380.jpg,val,01691.jpg,1
train,03380.jpg,val,01692.jpg,1
train,03381.jpg,val,01689.jpg,1
train,03381.jpg,val,01694.jpg,1
train,03381.jpg,test,00736.jpg,1
train,03381.jpg,test,01930.jpg,1
train,03382.jpg,val,01689.jpg,1
train,03382.jpg,val,01694.jpg,1
train,03382.jpg,test,00736.jpg,1
train,03382.jpg,test,01930.jpg,1
train,03383.jpg,val,01683.jpg,1
train,03383.jpg,val,01689.jpg,1
train,03383.jpg,val,01694.jpg,1
train,03383.jpg,test,00736.jpg,1
train,03383.jpg,test,00737.jpg,1
train,03383.jpg,test,00738.jpg,1
train,03383.jpg,test,01929.jpg,1
