image,GT_index,Prediction_index,IoU,confidence,size,GT_box,Prediction_box
01111.jpg,0,0,0.8384073818836633,,Large,"[589.00032, 221.00004, 804.00064, 314.00028000000003]","[617.11808, 220.51008, 805.4764799999999, 311.71824000000004]"
01112.jpg,0,0,0.9762321019150677,,Large,"[450.99967999999996, 248.99976, 662.9996799999999, 370.00008]","[451.94687999999996, 249.93108, 664.33088, 370.68732]"
01113.jpg,0,0,0.9577179192692112,,Large,"[799.9993599999999, 272.00016, 982.9996800000001, 380.00016]","[802.18496, 273.65256, 982.6572800000001, 378.53495999999996]"
01114.jpg,0,0,0.6731444987081413,,Medium,"[452.99968, 369.00036, 532.99968, 431.00028000000003]","[439.28767999999997, 368.595216, 555.73056, 429.76526400000006]"
01116.jpg,0,0,0.7616884539355169,,Large,"[119.00031999999999, 133.0002, 343.00032, 269.00028]","[115.53024000000002, 108.3024, 330.32704, 263.556]"
01117.jpg,0,0,0.9434558208370986,,Large,"[669.99936, 183.9996, 828.0, 284.99976]","[665.53664, 184.2606, 826.34688, 286.78211999999996]"
01118.jpg,0,0,0.8612695173964542,,Medium,"[514.0, 302.00004, 599.99936, 345.99996000000004]","[516.462336, 301.28166000000004, 606.9399040000001, 347.25258]"
01119.jpg,0,0,0.9580392501786097,,Large,"[570.0000000000001, 136.00007999999997, 786.9996800000001, 277.99992]","[567.59616, 138.89916, 787.7036800000001, 276.83315999999996]"
01120.jpg,0,0,0.9451800139621296,,Large,"[385.00032, 240.00012, 616.00064, 416.99988]","[378.60352, 239.34816, 621.84704, 417.18816000000004]"
01121.jpg,0,0,0.8003042849293149,,Medium,"[425.99936, 305.00028000000003, 564.9996799999999, 369.00036]","[427.32928000000004, 306.072, 557.92768, 379.51343999999995]"
01122.jpg,0,0,0.9457452350789981,,Large,"[764.9996799999999, 149.00003999999998, 929.9993599999999, 242.00028]","[767.7254399999999, 152.02439999999999, 929.4240000000001, 242.23896]"
01123.jpg,0,0,0.958228691627581,,Large,"[381.00032, 336.9996, 940.0006400000001, 626.99976]","[374.61055999999996, 330.76223999999996, 941.3446399999999, 629.27424]"
01124.jpg,0,0,0.8620619505399499,,Large,"[334.99967999999996, 140.00003999999998, 1199.9993599999998, 444.99996]","[409.03296, 125.8668, 1211.5827199999999, 443.73527999999993]"
01125.jpg,0,0,0.9580924122814792,,Large,"[387.00032, 228.99996, 844.9996799999999, 410.00003999999996]","[390.09216000000004, 227.55348, 835.88416, 411.5142]"
01126.jpg,0,0,0.9466963916918708,,Large,"[198.0, 112.99968, 349.00032000000004, 186.99984]","[192.14783999999997, 112.32936, 348.0096, 186.90695999999997]"
01127.jpg,0,0,0.8967726894977496,,Large,"[434.99968, 24.999839999999992, 691.99936, 191.00016000000002]","[433.67744000000005, 33.25464, 678.81152, 191.06856]"
01128.jpg,0,0,0.9921841741663273,,Large,"[297.99935999999997, 67.00032, 572.99968, 206.99999999999997]","[297.0176, 67.01616, 572.9856, 206.42256]"
01129.jpg,0,0,0.8688933019795178,,Large,"[545.99936, 334.00008, 872.0, 568.0000799999999]","[535.4208, 318.45132, 862.2726399999999, 572.0792399999999]"
01130.jpg,0,0,0.8865634001941366,,Large,"[458.99968, 306.00035999999994, 658.0, 440.0002799999999]","[453.55711999999994, 303.40116, 672.4460799999999, 439.13051999999993]"
01131.jpg,0,0,0.9513908544877341,,Medium,"[559.00032, 298.00008, 644.0, 354.00024]","[556.97888, 297.674208, 643.00064, 354.501792]"
01132.jpg,0,0,0.9543176770057888,,Large,"[460.0, 172.9998, 840.9996799999999, 425.99987999999996]","[457.05791999999985, 172.6056, 833.95776, 421.23168]"
01133.jpg,0,0,0.8561107735297483,,Large,"[810.0, 411.00012, 945.0003200000001, 502.00020000000006]","[821.861952, 414.38699999999994, 943.831488, 500.61636]"
01134.jpg,0,0,0.8063103311868776,,Large,"[690.99968, 0.9997199999999906, 886.99968, 145.9998]","[691.88288, 26.268120000000003, 884.1324800000001, 146.66436000000002]"
01135.jpg,0,0,0.9610894223561174,,Large,"[460.9996799999999, 105.00012000000001, 833.99936, 457.00020000000006]","[452.80319999999995, 104.23836, 838.25344, 458.65907999999996]"
01136.jpg,0,0,0.9663736057382033,,Large,"[460.0, 124.99991999999999, 788.0, 419.99976]","[452.90432000000004, 125.44992000000002, 788.6931200000001, 417.2256]"
01137.jpg,0,0,0.9537146741224124,,Large,"[474.0, 336.9996, 937.0003199999999, 700.99992]","[467.61087999999995, 334.3554, 933.6691199999998, 708.18732]"
01138.jpg,0,0,0.9212777835294761,,Large,"[382.00064, 142.99956, 872.0, 478.9998]","[376.5785599999999, 162.92844, 870.4384, 476.67636]"
01139.jpg,0,0,0.9488305715454171,,Medium,"[716.0, 199.00008, 780.0, 248.99976000000004]","[716.3454079999999, 199.478016, 779.8005119999999, 247.32662399999998]"
01140.jpg,0,0,0.9190249860465561,,Small,"[667.99936, 144.0, 714.9996799999999, 175.00032]","[665.622208, 144.23673599999998, 715.175232, 174.22358400000002]"
01141.jpg,0,0,0.9741040126851889,,Small,"[216.00064, 112.99968, 262.0, 141.99983999999998]","[216.11136, 113.399496, 262.36287999999996, 142.063704]"
01142.jpg,0,0,0.9011135469783412,,Small,"[148.99968, 416.00016, 212.99968, 438.99984]","[149.983488, 415.49713199999997, 210.59763199999998, 438.336468]"
01143.jpg,0,0,0.9509422898672704,,Large,"[569.00032, 69.00012000000001, 1021.00032, 261.00036]","[577.16032, 69.74387999999999, 1013.8310399999999, 258.73452]"
01144.jpg,0,0,0.9185485961487926,,Medium,"[639.00032, 86.0004, 720.99968, 165.00024]","[637.083392, 86.97131999999999, 724.2938879999999, 164.03508]"
01145.jpg,0,0,0.9692582038520458,,Medium,"[617.00032, 60.00012, 702.9996800000001, 135.00036]","[616.2887680000001, 59.39748, 704.2590720000001, 135.04284]"
01146.jpg,0,0,0.7408618019091897,,Large,"[539.99936, 226.00007999999997, 766.0000000000001, 282.00023999999996]","[539.14624, 224.6004, 768.72704, 299.00951999999995]"
01147.jpg,0,0,0.7336681672087374,,Small,"[478.00064, 359.99964000000006, 563.00032, 378.99972]","[485.410112, 360.616356, 560.3294080000001, 382.499964]"
01148.jpg,0,0,0.842329797573226,,Large,"[538.99968, 118.00008000000001, 899.9993599999999, 221.00039999999998]","[532.7340800000001, 127.2636, 901.97184, 215.72424]"
01149.jpg,0,0,0.9457536147539352,,Large,"[591.99936, 276.00012, 750.99968, 421.0002]","[589.26336, 274.9014, 747.56096, 422.4186]"
01150.jpg,0,0,0.647530072784362,,Large,"[428.0006400000001, 433.00008, 832.00064, 577.00008]","[433.03743999999995, 449.58132, 885.7439999999999, 606.78252]"
01151.jpg,0,0,0.8347931785664214,,Small,"[736.0, 438.00012, 793.99936, 457.00019999999995]","[735.172864, 438.16572, 793.4287360000001, 454.3794]"
01152.jpg,0,0,0.8374684778376319,,Large,"[271.00032, 148.00032000000002, 532.0, 335.00016]","[282.55807999999996, 162.66384, 522.5311999999999, 337.39776]"
01153.jpg,0,0,0.8940115491049112,,Medium,"[957.99936, 244.9998, 1024.99968, 293.00004]","[959.099968, 245.928636, 1022.526912, 291.259044]"
01154.jpg,0,0,0.5811155583325089,,Large,"[336.00064, 34.99991999999999, 993.0003199999999, 174.00024]","[342.48383999999993, 24.06852, 1068.50368, 237.14748000000003]"
01155.jpg,0,0,0.6531779123920588,,Large,"[408.00000000000006, 37.9998, 572.99968, 95.00004]","[374.25663999999995, 25.608635999999997, 580.7334400000001, 94.663044]"
01156.jpg,0,0,0.8480249247199896,,Large,"[297.00032, 222.00012000000004, 506.0, 306.00036]","[295.89951999999994, 222.00947999999997, 485.07712, 311.17644]"
01157.jpg,0,0,0.8686663906729771,,Large,"[612.9996799999999, 379.9998, 899.00032, 524.9998800000001]","[625.27872, 377.06148, 880.2009599999999, 526.3066799999999]"
01158.jpg,0,0,0.9567778002450974,,Large,"[697.99936, 251.00028, 844.9996799999999, 331.0002]","[694.9132800000001, 250.61292000000003, 843.34464, 331.59636]"
01159.jpg,0,0,0.7706753385139005,,Large,"[393.00032, 303.99984, 717.0003199999999, 434.00015999999994]","[389.85535999999996, 310.55580000000003, 727.3568, 458.03124]"
01160.jpg,0,0,0.897539905297119,,Large,"[441.99936, 22.00032000000002, 884.9996799999999, 405.0]","[468.62976000000003, 32.637599999999985, 889.74208, 402.15888]"
01161.jpg,0,0,0.6807400429312309,,Large,"[464.99968, 67.00032, 784.9996799999999, 353.00016]","[398.34752000000003, 67.17959999999998, 766.31936, 396.32903999999996]"
01162.jpg,0,0,0.9034659936086114,,Large,"[524.0, 277.0002, 751.00032, 413.00028000000003]","[517.85664, 277.88472, 755.05984, 405.95688]"
01163.jpg,0,0,0.9490826095752932,,Medium,"[329.00032, 268.99992, 498.0, 320.99976]","[328.92416, 267.73596, 497.32096, 322.29108]"
01164.jpg,0,0,0.9361022725414803,,Medium,"[411.00032, 145.00008, 516.99968, 178.99992]","[409.78316800000005, 144.266544, 516.586112, 180.041616]"
01165.jpg,0,0,0.947551156680565,,Medium,"[674.9996799999999, 213.99983999999998, 760.9990400000002, 263.99952]","[673.7281280000001, 215.14546800000002, 761.528192, 263.48173199999997]"
01166.jpg,0,0,0.9290427364157741,,Large,"[69.99935999999998, 220.00032, 296.99968, 333.0]","[69.77663999999999, 223.70904000000002, 289.12256, 332.56728]"
01167.jpg,0,0,0.8821840998624195,,Small,"[464.99968, 428.99976, 504.99968, 455.99976000000004]","[463.575552, 430.0821, 503.495168, 456.35166]"
01168.jpg,0,0,0.9078224274826342,,Medium,"[312.00064000000003, 551.9998800000001, 414.0, 600.00012]","[313.1680640000001, 553.754484, 413.075776, 601.936236]"
01169.jpg,0,0,0.8453145386964294,,Medium,"[688.0, 386.00028, 743.9999999999999, 419.00003999999996]","[695.926336, 386.07228, 744.519104, 418.86611999999997]"
01170.jpg,0,0,0.8798691078310933,,Medium,"[310.99967999999996, 367.00019999999995, 425.00032, 431.00028]","[307.4416, 365.678496, 423.78912, 435.525984]"
01171.jpg,0,0,0.9163518623571686,,Medium,"[742.00064, 319.00032, 827.0003199999999, 368.99999999999994]","[739.712896, 316.644804, 826.395264, 368.595036]"
01172.jpg,0,0,0.9270981163382306,,Medium,"[786.0, 236.99952000000002, 881.00032, 285.99984]","[783.665472, 236.12752800000004, 880.0222079999999, 287.203032]"
01173.jpg,0,0,0.9099354214559073,,Large,"[932.0, 233.99964, 1172.0, 380.99987999999996]","[933.72352, 239.8914, 1161.66976, 381.30156000000005]"
01174.jpg,0,0,0.9578408411171054,,Large,"[780.0, 599.0004, 1004.0, 721.00008]","[778.2355200000001, 601.31376, 1005.8412799999999, 720.0]"
01175.jpg,0,0,0.8650541389439207,,Large,"[526.99968, 98.00028, 742.0, 203.00003999999998]","[546.3264000000001, 95.71715999999999, 743.07648, 206.11836000000002]"
01176.jpg,0,0,0.9400731724292779,,Medium,"[300.99968, 96.99983999999999, 396.99968, 153.0]","[301.860992, 95.93247600000001, 399.07724799999994, 153.733284]"
01177.jpg,0,0,0.8550786895495428,,Large,"[423.00032, 172.00008000000003, 663.00032, 282.00023999999996]","[444.71551999999997, 172.65887999999998, 653.5039999999999, 280.7784]"
01178.jpg,0,0,0.8630259642362672,,Large,"[448.99968, 200.99988, 695.0003200000001, 314.99964000000006]","[478.10048, 202.83587999999997, 695.18848, 315.57276]"
01179.jpg,0,0,0.9516376884773785,,Large,"[512.00064, 121.99967999999998, 734.0, 231.99984]","[512.25152, 122.11308000000001, 723.7753600000001, 232.02324]"
01180.jpg,0,0,0.8655153885753701,,Large,"[408.0, 229.00032000000002, 699.00032, 346.00032]","[407.82719999999995, 226.39031999999997, 666.89408, 345.15144]"
01182.jpg,0,0,0.7412027237391748,,Large,"[365.99968, 122.00004, 475.0, 178.0002]","[367.23072, 123.30738, 458.12736, 184.6359]"
01183.jpg,0,0,0.9195712826495008,,Large,"[1.0003200000000056, 63.99989999999999, 177.99999999999997, 211.99985999999998]","[0.7542399999999994, 58.07016, 184.10336, 213.44111999999998]"
01184.jpg,0,0,0.8835357299088269,,Large,"[273.99968, 37.9998, 363.0, 74.99987999999999]","[276.93792, 38.105838000000006, 364.66848, 72.502002]"
01185.jpg,0,0,0.8893477164017404,,Medium,"[265.00032, 105.99984000000002, 318.0, 132.99984]","[265.2552, 105.87853799999999, 316.10928, 131.13322200000002]"
01186.jpg,0,0,0.8075969164816406,,Large,"[786.0, 331.99992000000003, 921.00032, 408.00024]","[800.852928, 334.85508000000004, 918.921792, 411.67260000000005]"
01188.jpg,0,0,0.8407680606329375,,Large,"[474.99904000000004, 111.00024, 720.99968, 228.00024]","[486.77056, 111.34512000000001, 694.6335999999999, 227.76336]"
01189.jpg,0,0,0.9626513502645356,,Large,"[503.00031999999993, 38.000159999999994, 752.9996799999999, 168.00047999999998]","[510.38336000000004, 37.630800000000015, 752.89216, 167.36616]"
01190.jpg,0,0,0.9390160702085869,,Medium,"[239.00032, 65.00016, 333.00095999999996, 123.00048000000001]","[235.235008, 65.13368399999999, 332.14291199999997, 123.72231599999998]"
01191.jpg,0,0,0.9010862900911673,,Small,"[500.0, 170.00028, 551.00032, 205.0002]","[496.576384, 169.435116, 550.512256, 205.49480400000002]"
01192.jpg,0,0,0.6902243312795636,,Small,"[642.9990399999999, 225.0, 672.9996800000001, 247.00032000000002]","[637.253568, 225.782748, 677.974592, 247.853412]"
01193.jpg,0,0,0.9329159070904508,,Medium,"[576.99968, 233.99999999999997, 664.9996799999999, 274.00032]","[576.383808, 233.26070399999998, 662.471872, 274.656096]"
01194.jpg,0,0,0.9730303429055976,,Large,"[567.0003199999999, 475.0002, 722.00064, 548.00028]","[565.12448, 474.6618, 722.8806399999999, 547.6229999999999]"
01195.jpg,0,0,0.7257290280146709,,Large,"[548.0, 162.00000000000003, 668.0, 267.99984]","[560.529408, 170.03663999999998, 656.4997119999999, 270.44496]"
01196.jpg,0,0,0.8571134494826932,,Large,"[532.9996800000001, 308.00016000000005, 777.99936, 438.99984000000006]","[545.27104, 306.23724000000004, 761.93152, 441.94068000000004]"
01198.jpg,0,0,0.9452501063388793,,Medium,"[649.0009599999998, 478.9998, 755.0003200000001, 547.99956]","[646.4050560000001, 478.96768799999995, 757.5731840000001, 547.406712]"
01199.jpg,0,0,0.9773892735494158,,Large,"[571.00032, 145.9998, 715.0003200000001, 218.99988000000002]","[569.68384, 146.2662, 716.20672, 218.85876]"
01200.jpg,0,0,0.9493203712608869,,Small,"[893.00032, 72.00036, 945.0003199999999, 105.00012000000001]","[893.8137599999999, 72.07207199999999, 944.0768, 104.482008]"
01201.jpg,0,0,0.6980530921404833,,Medium,"[579.00096, 385.99992, 665.0003200000001, 444.9996]","[588.7088640000001, 391.95237599999996, 658.310656, 448.093224]"
01202.jpg,0,0,0.8646063412134166,,Medium,"[765.0003199999999, 408.00023999999996, 822.0, 448.99992000000003]","[762.3761279999999, 408.353004, 818.172992, 448.046676]"
01203.jpg,0,0,0.7659738909430034,,Medium,"[580.0, 323.00028, 632.9996800000001, 365.00004]","[577.016128, 320.721516, 640.023232, 363.03656399999994]"
01204.jpg,0,0,0.8374518007426882,,Medium,"[602.0, 344.99988, 657.0003199999999, 390.99996000000004]","[600.7683199999999, 344.263248, 662.20512, 393.43723199999994]"
01205.jpg,0,0,0.8963202366250649,,Medium,"[647.0003200000001, 257.0004, 698.0006400000001, 309.00024]","[647.5656960000001, 257.949612, 700.7351040000001, 307.487988]"
01207.jpg,0,0,0.9233574820375583,,Medium,"[880.99968, 249.00012, 956.0000000000001, 290.99987999999996]","[880.746368, 249.863148, 960.1880319999999, 290.887092]"
01208.jpg,0,0,0.9299458426880167,,Medium,"[728.99968, 199.00008, 829.9993599999999, 259.99992]","[727.084608, 200.110968, 831.1822719999999, 261.517032]"
01209.jpg,0,0,0.9282333617288122,,Medium,"[738.0, 163.00008, 836.0006399999999, 223.99991999999997]","[735.28288, 164.19121199999998, 837.7347199999999, 223.30558799999997]"
01210.jpg,0,0,0.8964892849087832,,Medium,"[680.0, 204.00047999999998, 779.0003200000001, 263.00016]","[688.4808320000001, 204.37974, 779.758528, 262.66553999999996]"
01211.jpg,0,0,0.9482173467447842,,Medium,"[843.00032, 154.9998, 939.00032, 221.00003999999996]","[840.9062399999999, 154.64854799999998, 940.3520000000001, 220.14457199999995]"
01212.jpg,0,0,0.8939100032657757,,Medium,"[720.99968, 96.99984, 816.99968, 159.99983999999998]","[713.7024000000001, 97.195608, 817.13408, 157.698792]"
01213.jpg,0,0,0.959434898933385,,Large,"[356.99968, 285.00012, 553.99936, 403.0002]","[352.73920000000004, 284.27688, 552.05952, 403.48872]"
01214.jpg,0,0,0.9431988502878494,,Large,"[313.99935999999997, 377.00028000000003, 473.99935999999997, 500.00004]","[309.46496, 378.77796000000006, 476.46528, 499.78476]"
01215.jpg,0,0,0.9182440052373143,,Large,"[575.99936, 202.00032, 793.9999999999999, 317.00016]","[583.49504, 203.11380000000003, 789.65056, 319.41900000000004]"
01216.jpg,0,0,0.8477757946284417,,Large,"[548.0, 168.99984, 759.00032, 294.99984]","[561.70368, 166.75632000000002, 744.98944, 293.87376]"
01217.jpg,0,0,0.9013322338919558,,Medium,"[786.0, 321.00012, 854.0, 360.00035999999994]","[784.5308799999999, 321.85404, 852.4406399999999, 361.52964]"
01218.jpg,0,0,0.9347537408732772,,Medium,"[638.99968, 55.00044, 738.99968, 115.00019999999999]","[641.206912, 55.982448, 738.5716480000001, 116.51371200000001]"
01220.jpg,0,0,0.7041313494296627,,Large,"[540.99968, 226.00044, 948.99968, 331.0002]","[544.1881599999999, 233.9712, 945.30688, 361.99872]"
01221.jpg,0,0,0.8889284962768382,,Large,"[518.0, 428.99976, 805.0003199999999, 500.99976000000004]","[515.34016, 430.29324, 801.424, 506.91348]"
01222.jpg,0,0,0.7623792724023342,,Large,"[308.99967999999996, 101.00016, 724.9996799999999, 305.99999999999994]","[217.53152, 102.76956000000001, 729.38688, 317.98404]"
01223.jpg,0,0,0.6684366606355227,,Large,"[400.99967999999996, 187.0002, 589.99936, 271.00043999999997]","[402.94144000000006, 185.81399999999996, 589.42976, 310.34952]"
01224.jpg,0,0,0.5722431322438539,,Large,"[181.99936000000002, 118.9998, 496.99968000000007, 221.00003999999996]","[182.81728, 118.74996, 492.66176, 295.29900000000004]"
01225.jpg,0,0,0.9005036516726332,,Medium,"[527.00032, 198.00036, 604.0, 224.00027999999998]","[526.598144, 197.25152400000002, 604.2792959999999, 225.870876]"
01227.jpg,0,0,0.9492963860330481,,Large,"[1154.99968, 500.00004, 1280.9990400000002, 593.0002800000001]","[1154.598848, 499.06476, 1279.7973120000001, 590.3009999999999]"
01227.jpg,1,1,0.9185145985168478,,Medium,"[625.00032, 0.9997200000000006, 762.0, 39.99996]","[625.29152, 0.0, 754.9964799999999, 39.754944]"
01228.jpg,1,0,0.9526899902845103,,Medium,"[644.9996799999999, 217.00008000000003, 764.9996799999999, 275.99976000000004]","[642.400768, 217.59703199999998, 763.9275520000001, 275.518008]"
01228.jpg,0,1,0.9394193583307061,,Medium,"[1176.99968, 623.00016, 1280.99968, 699.0004799999999]","[1176.313984, 622.61892, 1279.161216, 701.62236]"
01229.jpg,0,0,0.9660005473113753,,Large,"[552.9996800000001, 241.00020000000004, 728.99968, 325.00044]","[551.34784, 240.75072, 726.46848, 324.33840000000004]"
01230.jpg,0,0,0.938799223700529,,Medium,"[582.0, 173.99988000000002, 709.00032, 233.99964]","[583.7589760000001, 173.64117600000003, 705.7975039999999, 235.11290400000004]"
01231.jpg,0,0,0.9035198576759617,,Large,"[516.00064, 306.99972, 749.00032, 406.9998]","[515.9295999999999, 307.84716, 729.2390399999999, 407.43972]"
01232.jpg,1,0,0.9786699963386238,,Large,"[597.99936, 147.99996, 744.9996799999999, 221.00003999999996]","[598.48384, 148.69008, 744.8735999999999, 221.58144000000001]"
01232.jpg,0,1,0.9704517249743744,,Large,"[1057.0003199999999, 613.9997999999999, 1210.0, 691.99956]","[1056.7654400000001, 614.8872, 1210.5472, 693.06048]"
01233.jpg,1,0,0.9480079259642028,,Medium,"[502.99904000000004, 172.9998, 612.99968, 234.99971999999997]","[500.22265600000003, 172.80504, 613.513024, 236.30616]"
01233.jpg,0,1,0.9450963205010522,,Large,"[1057.0003199999999, 616.00032, 1210.0, 697.00032]","[1055.30432, 616.3729199999999, 1209.95776, 693.7578]"
01234.jpg,1,0,0.8976909360345511,,Large,"[1063.00032, 619.0002, 1215.0003199999999, 696.99996]","[1059.7811199999999, 619.23132, 1214.31808, 703.48788]"
01234.jpg,0,1,0.7718991538029145,,Small,"[215.00032000000002, 212.99976, 263.00032, 239.99975999999998]","[212.28364799999997, 211.472388, 263.937792, 243.97657200000003]"
01235.jpg,0,0,0.8984775983190144,,Small,"[541.00032, 196.99955999999997, 585.0003200000001, 226.9998]","[538.438592, 197.42461200000002, 583.627328, 226.835388]"
01236.jpg,1,1,0.9574865259877191,,Small,"[508.00000000000006, 178.0002, 552.99968, 210.99996000000002]","[507.07827199999997, 178.397712, 553.394048, 210.904848]"
01236.jpg,0,0,0.9562544224448976,,Medium,"[920.99968, 63.99972, 992.9996799999999, 125.99964]","[920.759616, 65.02571999999999, 991.557824, 125.72244]"
01237.jpg,0,0,0.9521598142098374,,Medium,"[726.0000000000001, 239.00039999999998, 806.99968, 298.00008]","[725.222976, 239.38131600000003, 806.0819839999999, 299.306844]"
01237.jpg,1,1,0.931135149593389,,Small,"[349.00032, 360.0, 404.00064, 389.00016000000005]","[347.78208, 359.137944, 403.06847999999997, 389.107656]"
01238.jpg,1,0,0.9393468372342442,,Medium,"[488.99967999999996, 335.00016, 592.99968, 409.00032]","[487.127872, 337.41291599999994, 592.416448, 408.52580399999994]"
01238.jpg,0,1,0.9270941691173675,,Medium,"[297.00095999999996, 143.99964, 347.00032, 182.99988000000002]","[295.556992, 144.835452, 347.47148799999997, 183.67750800000002]"
01239.jpg,0,0,0.9078236548979358,,Small,"[352.99967999999996, 168.99983999999998, 382.99967999999996, 195.99983999999998]","[352.077984, 169.041204, 382.62729600000006, 197.471916]"
01240.jpg,0,0,0.8762088304258956,,Large,"[318.00000000000006, 111.99996000000002, 421.00032, 200.99988]","[316.7304, 115.57151999999999, 413.83344000000005, 201.7008]"
01241.jpg,0,0,0.9174191442687942,,Large,"[356.00016000000005, 83.00016000000001, 477.99984, 164.00016]","[356.23632, 85.82435999999998, 473.61264, 163.06235999999998]"
01242.jpg,0,0,0.9394278072203093,,Medium,"[366.99935999999997, 370.00007999999997, 463.99967999999996, 428.0004]","[365.96976, 368.19723600000003, 466.09488, 428.010444]"
01243.jpg,0,0,0.706990601579222,,Large,"[528.99968, 204.99984000000003, 855.0003200000001, 290.00016]","[553.3414400000001, 214.84224, 838.68672, 299.19599999999997]"
01244.jpg,0,0,0.7998051042533751,,Medium,"[639.00032, 52.00020000000001, 720.99968, 93.99996000000002]","[632.884992, 50.01926400000001, 725.768448, 96.378336]"
01245.jpg,0,0,0.9545388770758563,,Medium,"[585.0003200000001, 281.99952, 650.0, 330.99984]","[583.6830719999999, 282.03526800000003, 648.526848, 330.858972]"
01246.jpg,0,0,0.8133720391398992,,Large,"[496.0, 232.00019999999998, 644.9996799999999, 298.00044]","[484.61248000000006, 235.348884, 653.91168, 300.192876]"
01247.jpg,0,0,0.760093908621883,,Large,"[839.99936, 188.99999999999997, 1035.99936, 276.99984]","[837.4028799999999, 208.677276, 1034.85824, 277.45520400000004]"
01248.jpg,0,0,0.5645659158795858,,Large,"[520.99968, 59.999759999999995, 880.99968, 190.00008]","[548.1932800000001, 82.78272, 817.10848, 205.87824000000003]"
01250.jpg,0,0,0.9741747989687817,,Large,"[471.99936, 45.0, 843.99936, 310.99968]","[473.33504000000005, 46.875239999999984, 841.7344, 313.52651999999995]"
01251.jpg,0,0,0.9668232322496483,,Large,"[582.99968, 462.99996, 902.0, 650.9998800000001]","[578.3270400000001, 460.73627999999997, 901.9903999999999, 649.63188]"
01252.jpg,0,0,0.9598792278120174,,Medium,"[698.99968, 138.99996000000002, 822.9996800000001, 194.00004]","[698.3941759999999, 137.574684, 822.719424, 194.47059599999997]"
01253.jpg,0,0,0.9237718439541536,,Medium,"[581.9993599999999, 257.00004, 712.9996799999999, 323.00028000000003]","[580.37312, 256.642416, 720.18624, 323.585424]"
01254.jpg,0,0,0.7931552312166267,,Tiny,"[642.9996799999999, 335.00016, 669.00032, 348.00048]","[641.230912, 334.554696, 668.677568, 349.73618400000004]"
01255.jpg,0,0,0.8711821964764609,,Small,"[732.9996800000001, 197.00028, 772.9996800000001, 225.00035999999997]","[732.6751360000001, 193.820976, 773.7696639999999, 225.10526399999998]"
01256.jpg,0,0,0.9163041394636794,,Medium,"[687.99936, 219.00023999999996, 761.9999999999999, 248.0004]","[686.068224, 217.429272, 761.9829759999999, 248.26672800000003]"
01257.jpg,0,0,0.9378654552795807,,Medium,"[707.0003200000001, 81.00000000000001, 798.0006400000001, 121.00032]","[705.550144, 80.047368, 798.892736, 121.627512]"
01258.jpg,0,0,0.8606199723544535,,Small,"[515.00032, 0.9997200000000006, 550.00064, 28.9998]","[512.789504, 2.481659999999999, 549.031936, 29.274948]"
01259.jpg,0,0,0.9377736375211975,,Medium,"[618.99904, 101.00016, 736.99968, 162.0]","[616.483072, 99.43038000000001, 735.9598080000001, 161.4357]"
01260.jpg,0,0,0.980389020600704,,Medium,"[969.00032, 56.99988, 1046.99968, 105.00012000000001]","[968.731904, 57.033648, 1045.875456, 104.94475200000001]"
01261.jpg,0,0,0.9055670599398327,,Small,"[629.99936, 406.00007999999997, 700.0, 428.99976]","[627.7222399999999, 404.746812, 699.4585599999999, 428.84038799999996]"
01262.jpg,0,0,0.9233076714222035,,Medium,"[632.9996800000001, 473.99976000000004, 740.0, 520.99992]","[636.93408, 474.01754399999993, 736.3216, 521.284536]"
01263.jpg,0,0,0.7062873797989103,,Small,"[657.0003200000001, 446.00003999999996, 738.0, 465.00012]","[657.5362559999999, 445.22488799999996, 733.2810240000001, 470.808072]"
01264.jpg,0,0,0.9557851262360854,,Large,"[530.99968, 198.99972, 778.0, 363.99996000000004]","[536.2144, 199.89072, 774.6617600000001, 364.78224]"
01265.jpg,0,0,0.8372995090470009,,Small,"[657.0003200000001, 331.99992, 704.00064, 358.99992]","[656.643328, 331.85224800000003, 697.635072, 358.467912]"
01266.jpg,0,0,0.9576676567900283,,Large,"[416.99968, 1.000080000000001, 616.99968, 131.99976]","[423.88671999999997, 0.8071199999999978, 617.3728, 132.6708]"
01267.jpg,0,0,0.9078845331287014,,Medium,"[390.0, 155.00016, 477.00031999999993, 191.00016000000002]","[388.74777600000004, 153.13410000000002, 476.49894399999994, 192.01518]"
01268.jpg,0,0,0.8671319079253965,,Large,"[282.99968, 273.99996, 934.9996799999999, 468.99971999999997]","[314.01728, 275.31252000000006, 902.86592, 476.45244]"
01269.jpg,0,0,0.9065989836829756,,Large,"[253.00032, 267.00012, 812.00064, 414.00036]","[256.6112, 278.61552, 807.7241600000001, 414.22896]"
01270.jpg,0,0,0.8283527658712755,,Large,"[217.00032, 343.00008, 674.0, 518.0004]","[241.39776, 346.4676, 643.0361600000001, 511.41096]"
01271.jpg,0,0,0.9202751535835523,,Medium,"[544.9996799999999, 358.00019999999995, 648.99968, 417.99996]","[546.884736, 358.322688, 644.685184, 419.044032]"
01272.jpg,0,0,0.8841888001607667,,Large,"[732.9996799999999, 223.99991999999997, 928.0, 304.99992000000003]","[729.8297600000001, 225.25344, 912.75072, 305.89775999999995]"
01273.jpg,0,0,0.7496426147355144,,Large,"[416.99968000000007, 155.00016000000002, 1008.99968, 272.00016]","[337.78943999999996, 157.482, 1102.84032, 269.80343999999997]"
